pub_rep,researcher,title_paper,listed_species,year,listed_sp_stage,prey_diet_item,prey_diet_binomial,prey_sp_stage,method,prey_ecosystem,prey_phylum,prey_class,prey_functional_group,prey_provenance,method_simple_1,method_simple_2
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,common watersnake,Nerodia sipedon,unreported,observation,terrestrial,vertebrate,reptilia,carnivore,native,observation,none
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,golden shiner,Notemigonus crysoleucas,unreported,observation,aquatic,vertebrate,actinopterygii,omnivore,native,observation,none
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,muskrat,Ondatra zibethicus,unreported,observation,aquatic,vertebrate,mammalia,herbivore,native,observation,none
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,eared grebe,Podiceps nigricollis,unreported,observation,aquatic,vertebrate,aves,invertivore,native,observation,none
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,eastern gray squirrel,Sciurus carolinensis,unreported,observation,terrestrial,vertebrate,mammalia,omnivore,native,observation,none
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,blue-winged teal,Spatula discors,unreported,observation,aquatic,vertebrate,aves,herbivore,native,observation,none
70,jb,Foraging Ecology of Bald Eagles in a Freshwater Tidal System,Haliaeetus leucocephalus,2006,adult,eastern cottontail,Sylvilagus floridanus,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,mallard,Anas platyrhynchos,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,pigeon guillemot,Cepphus columba,unreported,observation,aquatic,vertebrate,aves,piscivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,atlantic herring,Clupea harengus,unreported,observation,aquatic,vertebrate,actinopterygii,planktivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,shiner perch,Cymatogaster aggregata,unreported,observation,aquatic,vertebrate,actinopterygii,planktivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,speckle-tailed flounder,Engyophrys sanctilaurentii,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,silver surfperch,Hyperprosopon ellipticum,unreported,observation,aquatic,vertebrate,actinopterygii,omnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,coho salmon,Oncorhynchus kisutch,unreported,observation,aquatic,vertebrate,actinopterygii,piscivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,ling cod,Ophiodon elongates,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,deermouse,Peromyscus maniculatus,unreported,observation,terrestrial,vertebrate,mammalia,omnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,plainfin midshipman,Porichthys notatus,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,chub mackerel,Scomber japonicus,unreported,observation,aquatic,vertebrate,actinopterygii,planktivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,cabezon,Scorpaenichthys marmoratus,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,desert cottontail,Sylvilagus audubonii,unreported,observation,terrestrial,vertebrate,mammalia,herbivore,native,observation,none
71,jb,"The Influence of Tide and Weather on Provisioning Rates of Chick-Rearing Bald Eagles in Vancouver Island, British Columbia",Haliaeetus leucocephalus,2005,adult,pacific pollock,Theragra chalcogramma,unreported,observation,aquatic,vertebrate,actinopterygii,piscivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,wood duck,Aix sponsa,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,black bullhead,Ameiurus melas,unreported,observation,aquatic,vertebrate,actinopterygii,omnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,mallard,Anas platyrhynchos,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,american eel,Anguilla rostrata,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,sacramento sucker,Catostomus occidentalis,unreported,observation,aquatic,vertebrate,actinopterygii,detritivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,american coot,Fulica americana,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,bluegill,Lepomis macrochirus,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,largemouth bass,Micropterus salmoides,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,black crappie,Pomoxis nigromaculatus,unreported,observation,aquatic,vertebrate,actinopterygii,piscivore,native,observation,none
72,jb,Behavior and Food Habits at a Bald Eagle Nest in Inland South Carolina,Haliaeetus leucocephalus,2006,adult,northern shoveler,Spatula clypeata,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
73,jb,A Quantitative Approach to Identifying Predators from Nest Remains,Haliaeetus leucocephalus,2005,adult,dusky canada goose,Branta canadensis occidentalis,unreported,prey remains,terrestrial,vertebrate,aves,herbivore,native,prey remains,none
74,jb,"Bald Eagles, Haliaeetus Leucocephalus, Feeding on Spawning Plainfin Midshipman, Porichthys Notatus, at Crescent Beach, British Columbia",Haliaeetus leucocephalus,2003,adult,plainfin midshipman,Porichthys notatus,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,parakeet auklet,Aethia psittacula,unreported,prey remains,aquatic,vertebrate,aves,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,longnose lancet fish,Alepisaurus ferox,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,northern pintail,Anas acuta,unreported,prey remains,aquatic,vertebrate,aves,omnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,mallard,Anas platyrhynchos,unreported,prey remains,aquatic,vertebrate,aves,omnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,emperor goose,Anser canagicus,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,least sandpiper,Calidris minutilla,unreported,prey remains,terrestrial,vertebrate,aves,invertivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,common raven,Corvus corax,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,sea otter,Enhydra lutris,unreported,prey remains,aquatic,vertebrate,mammalia,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,tufted puffin,Fratercula cirrhata,unreported,prey remains,aquatic,vertebrate,aves,piscivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,northern fulmar,Fulmarus glacialis,unreported,prey remains,aquatic,vertebrate,aves,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,pacific cod,Gadus macrocephalus,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,harlequin duck,Histrionicus histrionicus,unreported,prey remains,aquatic,vertebrate,aves,invertivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,rock ptarmigan,Lagopus mutus,unreported,prey remains,terrestrial,vertebrate,aves,herbivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,glaucous gull,Larus hyperboreus,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,black-tailed jackrabbit,Lepus californicus,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,red-breasted merganser,Mergus serrator,unreported,prey remains,aquatic,vertebrate,aves,piscivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,snow bunting,Plectrophenax nivalis,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,atka mackerel,Pleurogrammus monopterygius,unreported,prey remains,aquatic,vertebrate,actinopterygii,planktivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,black-legged kittiwake,Rissa tridactla,unreported,prey remains,aquatic,vertebrate,aves,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,ancient murrelet,Synthliboramphus antiquus,unreported,prey remains,aquatic,vertebrate,aves,carnivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,common murre,Uria aalge,unreported,prey remains,aquatic,vertebrate,aves,piscivore,native,prey remains,none
74,jb,Bald Eagles Consume Emperor Geese During Late-Winter in the Aleutian Archipelago,Haliaeetus leucocephalus,2004,adult,baird's cormorant,Urile pelagicus,unreported,prey remains,aquatic,vertebrate,aves,piscivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,atlantic wolffish,Anarhichas lupus,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,atlantic herring,Clupea harengus,unreported,prey remains,aquatic,vertebrate,actinopterygii,planktivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,lumpfish,Cyclopterus lumpus,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,atlantic cod,Gadus morhua,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,american lobster,Homarus americanus,unreported,prey remains,aquatic,invertebrate,malacostraca,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,herring gull,Larus argentatus,unreported,prey remains,terrestrial,vertebrate,aves,omnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,snowshoe hare,Lepus americanus,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,yellow-tail flounder,Limanda ferruginea,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,shorthorn sculpin,Myoxocephalus scorpius,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,black-legged kittiwake,Rissa tridactla,unreported,prey remains,aquatic,vertebrate,aves,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,copper rockfish,Sebastes caurinus,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
75,jb,"Reproductive Success, Environmental Contaminants, and Trophic Status of Nesting Bald Eagles in Eastern Newfoundland, Canada",Haliaeetus leucocephalus,2003,adult,common murre,Uria aalge,unreported,prey remains,aquatic,vertebrate,aves,piscivore,native,prey remains,none
76,jb,"Peregrine Falcon Predation on Dunlins and Ducks and Kleptoparasitic Interference from Bald Eagles Wintering at Boundary Bay, British Columbia",Haliaeetus leucocephalus,2003,adult,northern pintail,Anas acuta,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
76,jb,"Peregrine Falcon Predation on Dunlins and Ducks and Kleptoparasitic Interference from Bald Eagles Wintering at Boundary Bay, British Columbia",Haliaeetus leucocephalus,2003,adult,dunlin,Calidris alpina,unreported,observation,terrestrial,vertebrate,aves,invertivore,native,observation,none
77,jb,Gyrfalcon Predation on Mallards and the Interaction of Bald Eagles Wintering in Central Alberta,Haliaeetus leucocephalus,2003,adult,mallard,Anas platyrhynchos,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
78,jb,Influence of Food Supply and Chlorinated Hydrocarbon Contaminants on Breeding Success of Bald Eagles,Haliaeetus leucocephalus,2002,adult,mallard,Anas platyrhynchos,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
78,jb,Influence of Food Supply and Chlorinated Hydrocarbon Contaminants on Breeding Success of Bald Eagles,Haliaeetus leucocephalus,2002,adult,atlantic herring,Clupea harengus,unreported,observation,aquatic,vertebrate,actinopterygii,planktivore,native,observation,none
78,jb,Influence of Food Supply and Chlorinated Hydrocarbon Contaminants on Breeding Success of Bald Eagles,Haliaeetus leucocephalus,2002,adult,english sole,Inopsetta ischyra,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
78,jb,Influence of Food Supply and Chlorinated Hydrocarbon Contaminants on Breeding Success of Bald Eagles,Haliaeetus leucocephalus,2002,adult,ling cod,Ophiodon elongates,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
78,jb,Influence of Food Supply and Chlorinated Hydrocarbon Contaminants on Breeding Success of Bald Eagles,Haliaeetus leucocephalus,2002,adult,plainfin midshipman,Porichthys notatus,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
78,jb,Influence of Food Supply and Chlorinated Hydrocarbon Contaminants on Breeding Success of Bald Eagles,Haliaeetus leucocephalus,2002,adult,chub mackerel,Scomber japonicus,unreported,observation,aquatic,vertebrate,actinopterygii,planktivore,native,observation,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,common carp,Cyprinus carpio,unreported,prey remains,aquatic,vertebrate,actinopterygii,omnivore,introduced,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,sacramento sucker,Catostomus occidentalis,unreported,prey remains,aquatic,vertebrate,actinopterygii,detritivore,native,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,american coot,Fulica americana,unreported,prey remains,aquatic,vertebrate,aves,omnivore,native,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,channel catfish,Ictalurus punctatus,unreported,prey remains,aquatic,vertebrate,actinopterygii,omnivore,native,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,black-tailed jackrabbit,Lepus californicus,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,eared grebe,Podiceps nigricollis,unreported,prey remains,aquatic,vertebrate,aves,invertivore,native,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,flathead,Pylodictis olivaris,unreported,prey remains,aquatic,vertebrate,actinopterygii,carnivore,native,prey remains,none
79,jb,Foraging Ecology of Nesting Bald Eagles in Arizona,Haliaeetus leucocephalus,2002,adult,desert cottontail,Sylvilagus audubonii,unreported,prey remains,terrestrial,vertebrate,mammalia,herbivore,native,prey remains,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,common carp,Cyprinus carpio,unreported,observation,aquatic,vertebrate,actinopterygii,omnivore,introduced,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,alewife,Alosa pseudoharengus,unreported,observation,aquatic,vertebrate,actinopterygii,planktivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,black bullhead,Ameiurus melas,unreported,observation,aquatic,vertebrate,actinopterygii,omnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,mallard,Anas platyrhynchos,unreported,observation,aquatic,vertebrate,aves,omnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,sacramento sucker,Catostomus occidentalis,unreported,observation,aquatic,vertebrate,actinopterygii,detritivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,common whitefish,Coregonus clupeaformis,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,gizzard shad,Dorosoma cepedianum,unreported,observation,aquatic,vertebrate,actinopterygii,omnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,northern pike,Esox lucius,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,western gull,Larus occidentalis,unreported,observation,aquatic,vertebrate,aves,carnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,smallmouth bass,Micropterus dolomieu,unreported,observation,aquatic,vertebrate,actinopterygii,carnivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,double-crested cormorant,Nannopterum auritum,unreported,observation,aquatic,vertebrate,aves,piscivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,rainbow trout,Oncorhynchus mykiss,unreported,observation,aquatic,vertebrate,actinopterygii,insectivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,yellow perch,Perca flavescens,unreported,observation,aquatic,vertebrate,actinopterygii,piscivore,native,observation,none
80,jb,"Association of Low Reproductive Rates and High Contaminant Levels in Bald Eagles on Green Bay, Lake Michigan",Haliaeetus leucocephalus,2001,adult,walleye,Sander vitreus,unreported,observation,aquatic,vertebrate,actinopterygii,piscivore,native,observation,none
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,brown bullhead,Ameiurus nebulosus,unreported,"video, observation",aquatic,vertebrate,actinopterygii,omnivore,native,video,observation
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,sacramento sucker,Catostomus occidentalis,unreported,"video, observation",aquatic,vertebrate,actinopterygii,detritivore,native,video,observation
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,california anchovy,Engraulis mordax,unreported,"video, observation",aquatic,vertebrate,actinopterygii,planktivore,native,video,observation
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,northern pike,Esox lucius,unreported,"video, observation",aquatic,vertebrate,actinopterygii,carnivore,native,video,observation
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,botta's pocket gopher,Thomomys bottae,unreported,"video, observation",terrestrial,vertebrate,mammalia,herbivore,native,video,observation
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,common side-blotched lizard,Uta stansburiana,unreported,"video, observation",terrestrial,vertebrate,reptilia,invertivore,native,video,observation
80,jb,Provisioning Rates and Time Budgets of Adult and Nestling Bald Eagles at Inland Wisconsin Nests,Haliaeetus leucocephalus,2002,adult,mourning dove,Zenaida macroura,unreported,"video, observation",terrestrial,vertebrate,aves,granivore,native,video,observation
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,northern pintail,Anas acuta,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,green-winged teal,Anas crecca,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,mallard,Anas platyrhynchos,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,lesser scaup,Aythya affinis,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,redhead,Aythya americana,unreported,castings,aquatic,vertebrate,aves,herbivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,ring-necked duck,Aythya collaris,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,canvasback,Aythya valisineria,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,coyote,Canis latrans,unreported,castings,terrestrial,vertebrate,mammalia,carnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,elk,Cervus canadensis,unreported,castings,terrestrial,vertebrate,mammalia,herbivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,american coot,Fulica americana,unreported,castings,aquatic,vertebrate,aves,omnivore,native,castings,none
81,jb,Food Habits of Bald Eagles Wintering in Northern Arizona,Haliaeetus leucocephalus,2000,adult,black-tailed jackrabbit,Lepus californicus,unreported,castings,terrestrial,vertebrate,mammalia,herbivore,native,castings,none
